_id,County Code,Perm ID,Facility Name,City,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,AB 1882 Notice,Latitude,Longitude,Count
2158,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-03613,Well Baby Nursery - Structurally connected to BLD-03581,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=07HIS&capID2=00000&capID3=00024&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2007,,38.7651825,-121.2497864,1
2159,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-03614,ICU Expansion - Structurally connected to BLD-03581,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=04HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2004,,38.7651825,-121.2497864,1
2160,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-06161,E.D. & Critical Care Expansion,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=00AIB&agencyCode=OSHPD,44.21,3,2013 California Building Code (CBC),2013,2020,,38.7651825,-121.2497864,1
2161,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-06753,Bed Tower Expansion - Walkway 2,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=004HJ&agencyCode=OSHPD,13.33,1,2001 California Building Code (CBC),2001,2008,,38.7651825,-121.2497864,1
2162,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-06754,Bed Tower Expansion - Walkway 3,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=004HK&agencyCode=OSHPD,13.33,1,2001 California Building Code (CBC),2001,2008,,38.7651825,-121.2497864,1
2163,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-06758,Porte-Cochere,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=004L3&agencyCode=OSHPD,28.5,1,2013 California Building Code (CBC),2013,2020,,38.7651825,-121.2497864,1
2164,31 - Placer,17700,Sutter Roseville Medical Center,Roseville,BLD-06759,Gas Cylinder Enclosure,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=004PN&agencyCode=OSHPD,9.33,1,2013 California Building Code (CBC),2013,2020,,38.7651825,-121.2497864,1
2165,32 - Plumas,10514,Eastern Plumas Hospital-Portola Campus,Portola,BLD-01362,Main Hospital Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00031&agencyCode=OSHPD,15,1,1967 Uniform Building Code (UBC),1967,1969,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",39.8047562,-120.4591522,1
2166,32 - Plumas,10514,Eastern Plumas Hospital-Portola Campus,Portola,BLD-01364,Boiler Plant Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00032&agencyCode=OSHPD,10,1,1967 Uniform Building Code (UBC),1967,1969,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",39.8047562,-120.4591522,1
2167,32 - Plumas,10514,Eastern Plumas Hospital-Portola Campus,Portola,BLD-03655,SNF Addition,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00047&agencyCode=OSHPD,34.42,2,1995 California Building Code (CBC),1995,2002,,39.8047562,-120.4591522,1
2168,32 - Plumas,10514,Eastern Plumas Hospital-Portola Campus,Portola,BLD-03656,Central Plant,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00048&agencyCode=OSHPD,23.45,1,1995 California Building Code (CBC),1995,2002,,39.8047562,-120.4591522,1
2169,32 - Plumas,10512,Plumas District Hospital,Quincy,BLD-01351,Original Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,13,1,1955 Uniform Building Code (UBC),1955,1958,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",39.9388695,-120.962326,1
2170,32 - Plumas,10512,Plumas District Hospital,Quincy,BLD-01353,1976 Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00026&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,,39.9388695,-120.962326,1
2171,32 - Plumas,10512,Plumas District Hospital,Quincy,BLD-01354,South Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00038&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1994,,39.9388695,-120.962326,1
2172,32 - Plumas,10512,Plumas District Hospital,Quincy,BLD-06957,Skilled Nursing Facility,OSHPD 2-Under Construction,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=22CAP&capID2=00000&capID3=008HN&agencyCode=OSHPD,,1,2019 California Building Code (CBC),2019,,,39.9388695,-120.962326,1
2173,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01355,Main Hospital Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,9.5,1,1946 Uniform Building Code (UBC),1946,1950,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",40.3054684,-121.2339062,1
2174,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01356,Pump Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,8.5,1,1946 Uniform Building Code (UBC),1946,1950,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",40.3054684,-121.2339062,1
2175,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01358,Entrance Addition - Structurally connected to BLD-01355,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00030&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1969,,40.3054684,-121.2339062,1
2176,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01359,Extended Care Addn.,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=75HIS&capID2=00000&capID3=00029&agencyCode=OSHPD,11,1,1973 California Building Code (CBC),1973,1977,,40.3054684,-121.2339062,1
2177,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01360,Storage Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00027&agencyCode=OSHPD,11,1,1973 California Building Code (CBC),1973,1977,,40.3054684,-121.2339062,1
2178,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-01361,Generator Building,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00026&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1995,,40.3054684,-121.2339062,1
2179,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-03843,Boiler Room,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=50HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,10,1,1946 Uniform Building Code (UBC),1946,1950,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",40.3054684,-121.2339062,1
2180,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-06811,New Hospital,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=00ACL&agencyCode=OSHPD,,,2022 California Building Code (CBC),2022,,,40.3054684,-121.2339062,1
2181,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-06812,New ED Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=00ACM&agencyCode=OSHPD,,,2022 California Building Code (CBC),2022,,,40.3054684,-121.2339062,1
2182,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-06813,New Entrance Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=00ACN&agencyCode=OSHPD,,,2022 California Building Code (CBC),2022,,,40.3054684,-121.2339062,1
2183,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-06814,New SNF,OSHPD 2-Under Construction,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=00ACQ&agencyCode=OSHPD,,,2022 California Building Code (CBC),2022,,,40.3054684,-121.2339062,1
2184,32 - Plumas,10513,Seneca District Hospital,Chester,BLD-07110,New Ambulance Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=23CAP&capID2=00000&capID3=005WH&agencyCode=OSHPD,,,2022 California Building Code (CBC),2022,,,40.3054684,-121.2339062,1
2185,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-01367,Original Hospital - Main,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=68HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,38.31,3,1961 Uniform Building Code (UBC),1961,1964,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.8729897,-117.5685425,1
2186,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-01368,Ancillary - Main,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=75HIS&capID2=00000&capID3=00030&agencyCode=OSHPD,13,1,1973 California Building Code (CBC),1973,1975,,33.8729897,-117.5685425,1
2187,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-01369,Surgery & Delivery - Main,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00034&agencyCode=OSHPD,,3,1982 California Building Code (CBC),1982,1993,,33.8729897,-117.5685425,1
2188,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-02997,ED Addition,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00180&agencyCode=OSHPD,,2,2013 California Building Code (CBC),2013,2017,,33.8729897,-117.5685425,1
2189,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-03594,Generator Building (Electrical Panel Room),OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00054&agencyCode=OSHPD,10,1,1973 California Building Code (CBC),1973,1975,,33.8729897,-117.5685425,1
2190,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-05887,Bulk Medical Gas Yard,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=005FG&agencyCode=OSHPD,,,Unknown,,,,33.8729897,-117.5685425,1
2191,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-05888,Emergency Generator,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=005FK&agencyCode=OSHPD,,,2007 California Building Code (CBC),2007,2014,,33.8729897,-117.5685425,1
2192,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-05889,Switchgear Yard,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=005FO&agencyCode=OSHPD,,,2007 California Building Code (CBC),2007,2014,,33.8729897,-117.5685425,1
2193,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-05890,Modular MRI Building,OSHPD 3-Outpatient Only,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=005GV&agencyCode=OSHPD,,,2013 California Building Code (CBC),2013,2017,,33.8729897,-117.5685425,1
2194,33 - Riverside,10529,Corona Regional Medical Center,Corona,BLD-06298,Porte Cochere,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=17CAP&capID2=00000&capID3=009V4&agencyCode=OSHPD,13.92,1,2013 California Building Code (CBC),2013,2017,,33.8729897,-117.5685425,1
2195,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01393,Main Hospital & Additions,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=51HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,25,2,1949 Uniform Building Code (UBC),1949,1951,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.8384049,-116.5455457,1
2196,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01395,Woman & Infants Hospital,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,,2,1989 California Building Code (CBC),1989,1994,,33.8384049,-116.5455457,1
2197,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01396,North Wing,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00043&agencyCode=OSHPD,15,1,1970 Uniform Building Code (UBC),1970,1973,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.8384049,-116.5455457,1
2198,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01397,Central Plant,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00028&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,,33.8384049,-116.5455457,1
2199,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01398,Shipping/Receiving,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00511&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2200,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01399,Surgery Wing,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00512&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2201,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01400,West Tower,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00513&agencyCode=OSHPD,,5,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2202,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01401,Lobby,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,,2,1989 California Building Code (CBC),1989,1994,,33.8384049,-116.5455457,1
2203,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01402,Admitting,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00514&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2204,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01403,Elevator Tower,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00515&agencyCode=OSHPD,,6,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2205,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-01404,Dinah Shore Waiting Area,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00026&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1989,,33.8384049,-116.5455457,1
2206,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-02932,East Tower,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=68HIS&capID2=00000&capID3=00077&agencyCode=OSHPD,51.5,4,1967 Uniform Building Code (UBC),1967,1968,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.8384049,-116.5455457,1
2207,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03720,West Tower - Corridor 1,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00553&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2208,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03721,West Tower - Corridor 2,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00554&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2209,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03722,West Tower - Corridor 3,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00555&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2210,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03723,West Tower - Corridor 4,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00556&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2211,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03725,West Tower - Corridor 5,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00557&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2212,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03741,Medical Records Building,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00076&agencyCode=OSHPD,26.08,2,1973 California Building Code (CBC),1973,1977,,33.8384049,-116.5455457,1
2213,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03764,Elevator Tower - Corridor 1,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00558&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2214,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-03765,Elevator Tower - Corridor 2,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00559&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1980,,33.8384049,-116.5455457,1
2215,33 - Riverside,10537,Desert Regional Medical Center,Palm Springs,BLD-06628,Equipment Yard,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=002N3&agencyCode=OSHPD,0,,1973 California Building Code (CBC),1973,1977,,33.8384049,-116.5455457,1
2216,33 - Riverside,10554,Doctors Hospital Of Riverside,Riverside,BLD-01381,Original Hospital Building and 1961 Additions,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00023&agencyCode=OSHPD,11,1,1955 Uniform Building Code (UBC),1955,1957,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.9279747,-117.4384689,1
2217,33 - Riverside,10554,Doctors Hospital Of Riverside,Riverside,BLD-01382,1971 Tower,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,41,3,1970 Uniform Building Code (UBC),1970,1971,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.9279747,-117.4384689,1
2218,33 - Riverside,10554,Doctors Hospital Of Riverside,Riverside,BLD-01383,Diagnostic & Treatment Wing & Addition,OSHPD 1-In Service,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00030&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1976,,33.9279747,-117.4384689,1
2219,33 - Riverside,10554,Doctors Hospital Of Riverside,Riverside,BLD-03344,Utility Plant Building,OSHPD 1-In Service,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00331&agencyCode=OSHPD,,,2010 California Building Code (CBC),2010,2019,,33.9279747,-117.4384689,1
2220,33 - Riverside,10554,Doctors Hospital Of Riverside,Riverside,BLD-05783,Emergency Department Addition,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=006FH&agencyCode=OSHPD,20.44,1,2010 California Building Code (CBC),2010,2019,,33.9279747,-117.4384689,1
2221,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01056,North Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1976,,33.7646523,-116.4055557,1
2222,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01057,Eisenhower Wing (North) - Structurally connected to BLD-03004,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,39,3,1967 Uniform Building Code (UBC),1967,1973,,33.7646523,-116.4055557,1
2223,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01058,Gene Autry Wing,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,4,1973 California Building Code (CBC),1973,1976,,33.7646523,-116.4055557,1
2224,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01059,Surgery Expansion,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=03HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,2,1995 California Building Code (CBC),1995,2003,,33.7646523,-116.4055557,1
2225,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01060,Sinn Wing - Part A,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1991,,33.7646523,-116.4055557,1
2226,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-01061,Birthing Center Bridge,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=96HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,13,1,1992 California Building Code (CBC),1992,1996,,33.7646523,-116.4055557,1
2227,33 - Riverside,12662,Eisenhower Medical Center,Rancho Mirage,BLD-02824,Engineering Department,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,12.25,1,1979 California Building Code (CBC),1979,1985,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",33.7646523,-116.4055557,1
